Имя,Фамилия,Год рождения,Рост,Вес
Mary,Johnson,1988,1.79363,81.3226
Mary,Johnson,1989,2.08143,94.9379
Mary,Johnson,1991,1.89614,74.424
Mary,Johnson,1993,1.84679,51.3285
Mary,Johnson,1994,1.90582,86.8439
Mary,Johnson,1995,2.01034,115.237
Mary,Johnson,1996,1.82965,51.2152
Mary,Johnson,1999,1.85724,66.4405
Mary,Johnson,2000,1.69769,93.0987
Mary,Johnson,2002,1.51743,113.372
Mary,Johnson,2004,1.50776,60.8847
Mary,Johnson,2004,1.84053,115.091
Mary,Johnson,2012,1.95373,50.0084
Mary,Johnson,2014,1.71255,64.2193
Mary,Johnson,2016,1.77206,85.3044
Mary,Johnson,2018,2.13715,78.9515
Mary,Johnson,2020,2.13247,97.8337
Mary,Jones,1950,1.55754,99.8108
Mary,Jones,1950,1.57806,115.446
Mary,Jones,1951,1.60752,88.2504
Mary,Jones,1952,1.60573,59.2693
Mary,Jones,1954,2.13431,56.9853
Mary,Jones,1955,1.8233,58.7542
Mary,Jones,1957,1.89656,71.9901
Mary,Jones,1960,1.85771,52.4758
Mary,Jones,1960,2.12017,56.3846
Mary,Jones,1963,2.05713,69.4843
Mary,Jones,1965,2.06249,92.9199
Mary,Jones,1968,1.96165,80.14
Mary,Jones,1972,1.67883,82.777
Mary,Jones,1972,1.7615,80.2569
Mary,Jones,1973,2.06063,84.5472
Mary,Jones,1974,1.99333,66.2996
Mary,Jones,1975,1.70892,71.7685
Mary,Jones,1976,2.15092,88.4651
Mary,Jones,1979,2.10284,54.4551
Mary,Jones,1980,2.08537,64.6194
Mary,Jones,1981,2.17724,50.7452
Mary,Jones,1982,1.56139,95.7952
Mary,Jones,1984,2.01034,62.4961
Mary,Jones,1986,2.05743,116.404
Mary,Jones,1987,1.89368,106.656
Mary,Jones,1988,1.79301,101.301
Mary,Jones,1988,1.95995,60.0608
Mary,Jones,1989,1.62404,54.0694
Mary,Jones,1995,2.14819,100.043
Mary,Jones,1998,1.92946,52.9911
Mary,Jones,2002,2.15186,53.8555
Mary,Jones,2003,1.87188,81.4117
Mary,Jones,2004,1.52959,112.405
Mary,Jones,2005,1.52892,87.2233
Mary,Jones,2006,1.8868,92.2471
Mary,Jones,2008,2.01357,115.552
Mary,Jones,2014,2.14907,75.8907
Mary,Jones,2015,1.89709,76.8522
Mary,Jones,2018,1.72009,52.6671
Mary,Jones,2020,1.71594,115.965
Mary,Jones,2021,1.72046,100.33
Mary,Jones,2022,1.77966,100.849
Mary,Jones,2023,1.6869,85.3345
Mary,Miller,1953,1.65578,99.2227
Mary,Miller,1953,1.91784,106.939
Mary,Miller,1955,1.8419,78.6388
Mary,Miller,1957,1.59125,99.6831
Mary,Miller,1964,1.52661,79.1229
Mary,Miller,1964,1.56729,87.1431
Mary,Miller,1965,1.68623,104.498
Mary,Miller,1965,1.77206,65.38
Mary,Miller,1965,1.9138,104.057
Mary,Miller,1966,1.55407,69.5368
Mary,Miller,1966,1.82243,97.5016
Mary,Miller,1968,1.71084,84.0371
Mary,Miller,1968,1.88154,83.9777
Mary,Miller,1969,1.55928,52.7894
Mary,Miller,1972,1.93492,89.6542
Mary,Miller,1972,2.1254,101.567
Mary,Miller,1973,1.66399,71.2003
Mary,Miller,1973,2.13938,55.0009
Mary,Miller,1974,1.66679,64.6535
Mary,Miller,1977,1.99058,59.9081
Mary,Miller,1978,2.03047,50.9198
Mary,Miller,1980,1.88777,86.6429
Mary,Miller,1980,1.9493,98.5682
Mary,Miller,1980,2.10352,57.4704
Mary,Miller,1981,2.053,90.2779
Mary,Miller,1982,1.56131,78.657
Mary,Miller,1982,2.16663,107.613
Mary,Miller,1985,1.83044,118.404
Mary,Miller,1987,2.09415,58.7921
Mary,Miller,1988,1.95548,106.867
Mary,Miller,1991,1.63954,107.923
Mary,Miller,1993,1.51776,100.883
Mary,Miller,1994,1.67975,103.2
Mary,Miller,1994,1.68355,65.4981
Mary,Miller,1994,1.99413,54.2077
Mary,Miller,1998,2.03653,112.121
Mary,Miller,2000,1.71734,52.5804
Mary,Miller,2003,1.74475,112.319
Mary,Miller,2003,2.09554,97.0774
Mary,Miller,2004,1.66516,61.9824
Mary,Miller,2005,2.06604,80.9097
Mary,Miller,2006,1.88655,106.388
Mary,Miller,2010,1.62119,108.197
Mary,Miller,2011,1.91603,76.5635
Mary,Miller,2013,2.16882,61.9855
Mary,Miller,2015,1.53775,89.755
Mary,Miller,2015,2.13421,93.0241
Mary,Miller,2016,1.92967,117.74
Mary,Miller,2020,1.62979,92.1807
Mary,Miller,2020,1.95679,103.356
Mary,Miller,2022,1.58368,108.063
Mary,Miller,2023,1.56202,108.649
Mary,Miller,2023,1.81405,113.318
Mary,Moore,1950,1.59903,83.4835
Mary,Moore,1951,2.15225,55.3092
Mary,Moore,1954,1.53108,99.171
Mary,Moore,1960,1.72332,85.3585
Mary,Moore,1960,1.96771,64.6245
Mary,Moore,1962,1.54273,113.223
Mary,Moore,1962,2.10627,67.4731
Mary,Moore,1962,2.14169,74.656
Mary,Moore,1963,1.85071,93.2388
Mary,Moore,1965,1.87612,116.375
Mary,Moore,1967,1.56976,61.3268
Mary,Moore,1967,1.91481,81.6856
Mary,Moore,1968,1.7361,111.956
Mary,Moore,1968,1.77429,112.294
Mary,Moore,1971,1.50499,64.5849
Mary,Moore,1971,1.95873,91.809
Mary,Moore,1972,1.54224,50.9009
Mary,Moore,1972,1.58298,102.334
Mary,Moore,1972,1.93888,117.674
Mary,Moore,1973,1.7229,82.2624
Mary,Moore,1978,2.16855,55.0668
Mary,Moore,1980,1.736,86.2758
Mary,Moore,1981,1.57309,117.11
Mary,Moore,1981,1.88071,86.8536
Mary,Moore,1982,1.64814,105.344
Mary,Moore,1986,1.55671,57.8062
Mary,Moore,1993,1.78911,60.9146
Mary,Moore,1995,1.73713,109.686
Mary,Moore,1998,1.9616,62.2475
Mary,Moore,1999,1.64638,69.4981
Mary,Moore,1999,2.19289,91.2245
Mary,Moore,2007,1.86948,59.051
Mary,Moore,2008,1.87241,104.444
Mary,Moore,2012,1.5962,117.898
Mary,Moore,2012,2.05531,60.046
Mary,Moore,2014,1.79371,94.3199
Mary,Moore,2014,1.91895,113.527
Mary,Moore,2015,1.86844,106.897
Mary,Moore,2017,1.91607,69.8795
Mary,Moore,2019,1.71828,113.473
Mary,Moore,2021,1.90537,101.812
Mary,Roslovtsev,1950,1.84721,77.6146
Mary,Roslovtsev,1955,2.09319,74.4112
Mary,Roslovtsev,1956,1.73386,72.9261
Mary,Roslovtsev,1957,1.62683,83.3564
Mary,Roslovtsev,1957,1.86367,92.3147
Mary,Roslovtsev,1959,1.98033,92.1916
Mary,Roslovtsev,1961,1.521,89.8702
Mary,Roslovtsev,1965,1.94801,115.575
Mary,Roslovtsev,1968,1.7089,97.7595
Mary,Roslovtsev,1968,1.85992,106.536
Mary,Roslovtsev,1973,1.85097,74.9423
Mary,Roslovtsev,1973,1.85967,112.046
Mary,Roslovtsev,1976,2.19797,106.611
Mary,Roslovtsev,1977,1.62635,113.292
Mary,Roslovtsev,1982,2.04075,51.8116
Mary,Roslovtsev,1986,1.76855,86.2215
Mary,Roslovtsev,1988,1.61432,80.2775
Mary,Roslovtsev,1988,1.94416,100.215
Mary,Roslovtsev,1994,1.9245,116.293
Mary,Roslovtsev,1994,2.02846,61.1722
Mary,Roslovtsev,1999,1.74264,88.1014
Mary,Roslovtsev,1999,1.83507,75.4622
Mary,Roslovtsev,1999,1.85236,105.147
Mary,Roslovtsev,1999,2.14943,58.1161
Mary,Roslovtsev,2000,1.58688,79.6624
Mary,Roslovtsev,2004,1.94325,55.6021
Mary,Roslovtsev,2004,2.14247,51.2278
Mary,Roslovtsev,2006,1.92184,114.894
Mary,Roslovtsev,2006,2.12233,77.4436
Mary,Roslovtsev,2009,1.82789,64.3514
Mary,Roslovtsev,2009,1.8926,109.298
Mary,Roslovtsev,2014,1.71372,107.607
Mary,Roslovtsev,2016,2.15224,82.7434
Mary,Roslovtsev,2017,1.72254,69.9937
Mary,Roslovtsev,2020,1.72959,75.9815
Mary,Roslovtsev,2021,1.8533,82.7758
Mary,Smith,1952,1.50881,55.3636
Mary,Smith,1952,1.7273,56.8743
Mary,Smith,1953,2.12768,111.819
Mary,Smith,1954,2.08222,55.788
Mary,Smith,1958,1.65957,81.929
Mary,Smith,1959,1.8497,86.9037
Mary,Smith,1962,1.63245,103.485
Mary,Smith,1963,1.83093,118.198
Mary,Smith,1964,1.78918,71.0306
Mary,Smith,1965,1.78523,61.6888
Mary,Smith,1966,1.84214,99.1363
Mary,Smith,1966,1.88862,84.0484
Mary,Smith,1970,1.62623,90.77
Mary,Smith,1971,2.12537,60.3651
Mary,Smith,1972,1.96179,99.0596
Mary,Smith,1974,2.17584,82.6439
Mary,Smith,1983,1.59404,84.454
Mary,Smith,1989,1.81704,76.9354
Mary,Smith,1989,1.90422,63.0148
Mary,Smith,1995,1.57791,67.3223
Mary,Smith,1995,1.72397,70.6423
Mary,Smith,1997,1.757,97.9232
Mary,Smith,1999,1.52302,106.165
Mary,Smith,2001,1.8985,85.2174
Mary,Smith,2002,2.10558,114.238
Mary,Smith,2004,1.70489,119.458
Mary,Smith,2006,1.82459,96.2876
Mary,Smith,2010,1.74668,72.8419
Mary,Smith,2010,1.98703,64.9302
Mary,Smith,2011,1.79793,106.892
Mary,Smith,2012,1.9918,53.3339
Mary,Smith,2015,2.17556,112.347
Mary,Smith,2016,1.89339,104.077
Mary,Smith,2018,1.66966,96.2025
Mary,Smith,2018,1.92204,112.825
Mary,Smith,2019,1.98944,110.71
Mary,Smith,2019,2.10891,83.3495
Mary,Smith,2022,1.57838,114.889
Mary,Smith,2022,1.79787,74.7101
Mary,Smith,2022,1.94346,114.904
Mary,Smith,2022,2.01749,112.772
Mary,Taylor,1951,1.92181,70.0005
Mary,Taylor,1952,1.71966,113.144
Mary,Taylor,1952,2.14651,99.6306
Mary,Taylor,1954,2.19778,107.636
Mary,Taylor,1955,1.75511,64.3841
Mary,Taylor,1958,1.51847,93.9538
Mary,Taylor,1959,1.64796,115.626
Mary,Taylor,1959,2.0853,89.3082
Mary,Taylor,1960,1.84824,52.2447
Mary,Taylor,1961,1.81727,58.1898
Mary,Taylor,1963,1.78223,78.116
Mary,Taylor,1964,1.80301,109.571
Mary,Taylor,1964,2.18997,86.4053
Mary,Taylor,1969,1.9086,53.0692
Mary,Taylor,1970,1.82971,56.8216
Mary,Taylor,1973,1.60008,73.6542
Mary,Taylor,1975,1.70061,90.9821
Mary,Taylor,1977,1.70477,107.407
Mary,Taylor,1977,2.10818,50.6951
Mary,Taylor,1978,1.53017,73.2336
Mary,Taylor,1978,1.56336,87.9942
Mary,Taylor,1978,2.13358,77.0828
Mary,Taylor,1980,2.01708,65.3988
Mary,Taylor,1982,2.16285,99.0537
Mary,Taylor,1983,1.892,96.405
Mary,Taylor,1984,1.97729,50.9038
Mary,Taylor,1985,1.56973,64.1999
Mary,Taylor,1985,2.10637,59.2607
Mary,Taylor,1986,1.59652,87.5723
Mary,Taylor,1987,1.9308,101.98
Mary,Taylor,1993,1.80412,112.608
Mary,Taylor,1994,1.78188,100.325
Mary,Taylor,1997,1.5402,72.5801
Mary,Taylor,1998,2.162,60.1335
Mary,Taylor,2001,1.55452,76.611
Mary,Taylor,2006,1.88419,67.3724
Mary,Taylor,2009,1.65173,72.7219
Mary,Taylor,2010,1.74342,95.0699
Mary,Taylor,2013,1.51387,106.292
Mary,Taylor,2015,1.87255,114.163
Mary,Taylor,2017,1.6959,101.031
Mary,Taylor,2017,2.02411,65.2716
Mary,Taylor,2018,1.79317,66.9966
Mary,Taylor,2019,1.55373,82.4829
Mary,Taylor,2021,2.02785,74.4514
Mary,Taylor,2022,2.00597,88.341
Mary,Williams,1952,1.91066,63.6833
Mary,Williams,1952,2.16489,67.8954
Mary,Williams,1955,1.55794,55.5808
Mary,Williams,1955,1.58663,106.397
Mary,Williams,1958,2.09488,104.734
Mary,Williams,1964,1.51686,72.1452
Mary,Williams,1964,2.07949,50.4891
Mary,Williams,1965,2.18955,76.0375
Mary,Williams,1968,1.61041,70.2111
Mary,Williams,1971,1.6383,119.907
Mary,Williams,1973,1.59627,110.026
Mary,Williams,1977,1.81502,76.7339
Mary,Williams,1980,1.64428,108.92
Mary,Williams,1981,1.62259,84.699
Mary,Williams,1983,1.92994,118.699
Mary,Williams,1984,2.18949,57.459
Mary,Williams,1996,1.85991,105.73
Mary,Williams,1998,1.78076,79.4625
Mary,Williams,2001,1.88656,101.986
Mary,Williams,2001,2.03295,93.9758
Mary,Williams,2002,2.05839,70.7895
Mary,Williams,2010,1.65004,115.221
Mary,Williams,2011,1.77597,93.3708
Mary,Williams,2015,1.98534,53.1775
Mary,Williams,2019,1.97084,82.3909
Mary,Wilson,1952,1.84835,57.9051
Mary,Wilson,1952,1.98944,75.0922
Mary,Wilson,1954,1.94944,60.1694
Mary,Wilson,1955,1.7883,76.7347
Mary,Wilson,1956,1.97723,83.5281
Mary,Wilson,1959,1.72844,67.0087
Mary,Wilson,1960,1.71733,58.0025
Mary,Wilson,1961,1.77076,78.4706
Mary,Wilson,1965,1.5362,72.5971
Mary,Wilson,1965,2.06078,82.5615
Mary,Wilson,1966,2.03323,109.015
Mary,Wilson,1968,1.53282,56.9771
Mary,Wilson,1970,1.50369,107.575
Mary,Wilson,1970,1.80377,87.6882
Mary,Wilson,1970,2.11801,93.8409
Mary,Wilson,1971,1.93873,79.7951
Mary,Wilson,1973,1.84244,119.729
Mary,Wilson,1980,1.51991,100.71
Mary,Wilson,1981,1.61157,53.431
Mary,Wilson,1983,1.6109,115.001
Mary,Wilson,1983,1.79064,73.3177
Mary,Wilson,1986,1.65324,60.0792
Mary,Wilson,1987,1.6505,104.347
Mary,Wilson,1989,2.01405,57.1403
Mary,Wilson,1995,1.95909,69.0665
Mary,Wilson,1995,2.12088,59.9456
Mary,Wilson,1996,1.7182,72.9804
Mary,Wilson,1999,2.04515,106.916
Mary,Wilson,1999,2.14396,101.299
Mary,Wilson,2000,1.97351,115.857
Mary,Wilson,2000,2.02025,58.4855
Mary,Wilson,2000,2.05492,103.593
Mary,Wilson,2001,1.74781,65.6939
Mary,Wilson,2003,1.90414,103.443
Mary,Wilson,2004,2.15187,119.033
Mary,Wilson,2005,1.95196,113.092
Mary,Wilson,2008,2.13302,95.4666
Mary,Wilson,2009,2.135,87.7761
Mary,Wilson,2011,1.72947,91.3477
Mary,Wilson,2013,2.16016,69.3623
Mary,Wilson,2015,1.64345,59.7086
Mary,Wilson,2017,1.75668,52.2481
Mary,Wilson,2021,1.90903,78.0939
Mary,Wilson,2021,2.15027,78.9675
Mary,Wilson,2023,1.87892,81.1607
Michael,Brown,1951,2.18211,68.2029
Michael,Brown,1953,1.70699,98.6123
Michael,Brown,1955,1.62155,60.9419
Michael,Brown,1955,1.62863,50.1837
Michael,Brown,1955,2.14058,89.0035
Michael,Brown,1959,1.70723,86.2291
Michael,Brown,1959,1.92812,93.0109
Michael,Brown,1963,1.78278,104.651
Michael,Brown,1963,1.96993,55.1174
Michael,Brown,1964,1.80766,77.4691
Michael,Brown,1965,1.73804,89.5878
Michael,Brown,1965,2.14248,103.272
Michael,Brown,1971,1.79435,116.543
Michael,Brown,1973,1.59656,54.9513
Michael,Brown,1973,1.78256,111.72
Michael,Brown,1973,1.89209,94.2909
Michael,Brown,1974,1.52169,91.5859
Michael,Brown,1974,1.71287,58.7564
Michael,Brown,1975,1.55621,97.354
Michael,Brown,1975,1.7487,61.5128
Michael,Brown,1976,1.84344,98.387
Michael,Brown,1976,1.90715,90.3261
Michael,Brown,1976,1.91662,73.4253
Michael,Brown,1981,1.97879,109.512
Michael,Brown,1982,1.98359,83.1123
Michael,Brown,1983,1.72223,89.0191
Michael,Brown,1988,1.62512,85.8317
Michael,Brown,1989,1.64658,51.2745
Michael,Brown,1989,1.80644,119.219
Michael,Brown,1991,1.56883,76.2899
Michael,Brown,1994,2.03627,71.133
Michael,Brown,1994,2.16927,68.5584
Michael,Brown,1996,2.10766,59.9752
Michael,Brown,1997,1.83844,104.308
Michael,Brown,1997,2.1049,64.3527
Michael,Brown,2001,1.84403,104.92
Michael,Brown,2002,2.01182,58.0704
Michael,Brown,2006,2.03686,119.55
Michael,Brown,2007,1.52167,76.443
Michael,Brown,2014,2.07075,62.7956
Michael,Brown,2018,1.70518,55.6695
Michael,Davis,1951,1.63869,55.546
Michael,Davis,1952,1.70804,116.109
Michael,Davis,1952,2.18388,100.907
Michael,Davis,1953,1.73,78.0204
Michael,Davis,1954,2.09668,57.2782
Michael,Davis,1959,2.03012,112.863
Michael,Davis,1960,2.0198,117.164
Michael,Davis,1961,1.79921,70.0499
Michael,Davis,1962,1.98735,92.61
Michael,Davis,1965,2.17097,117.611
Michael,Davis,1969,2.02106,61.9462
Michael,Davis,1970,1.67549,94.7304
Michael,Davis,1975,1.60505,51.2151
Michael,Davis,1977,1.91818,119.286
Michael,Davis,1980,1.55395,53.128
Michael,Davis,1980,1.70171,98.4386
Michael,Davis,1982,1.62379,58.3717
Michael,Davis,1982,2.02812,72.9696
Michael,Davis,1983,1.63221,69.3947
Michael,Davis,1987,1.7969,103.276
Michael,Davis,1988,2.0591,95.2116
Michael,Davis,1990,1.65083,113.82
Michael,Davis,1990,2.15434,102.783
Michael,Davis,1991,1.6518,112.179
Michael,Davis,1993,2.12486,118.575
Michael,Davis,1996,1.60347,112.606
Michael,Davis,1998,2.05728,79.4228
Michael,Davis,1998,2.09948,88.8649
Michael,Davis,1999,1.85385,68.9527
Michael,Davis,2000,2.15559,70.9558
Michael,Davis,2001,1.62349,72.5011
Michael,Davis,2001,2.18601,99.3778
Michael,Davis,2002,2.14674,66.4288
Michael,Davis,2007,1.9487,88.4309
Michael,Davis,2008,1.57639,95.5623
Michael,Davis,2014,1.61938,105.73
Michael,Davis,2016,2.00634,112.325
Michael,Davis,2018,1.68841,65.1821
Michael,Davis,2018,2.19953,105.57
Michael,Johnson,1951,1.61364,116.23
Michael,Johnson,1952,1.79917,75.3771
Michael,Johnson,1959,1.91491,112.667
Michael,Johnson,1962,1.82971,60.7268
Michael,Johnson,1962,2.00281,113.441
Michael,Johnson,1964,1.7657,54.6205
Michael,Johnson,1964,2.12792,82.4524
Michael,Johnson,1967,1.5532,88.6438
Michael,Johnson,1970,1.72767,76.5581
Michael,Johnson,1970,2.09885,105.515
Michael,Johnson,1972,2.00709,95.3633
Michael,Johnson,1974,1.75085,59.0161
Michael,Johnson,1975,1.89706,113.122
Michael,Johnson,1977,2.0669,69.8249
Michael,Johnson,1978,2.1435,92.1557
Michael,Johnson,1981,1.59896,116.123
Michael,Johnson,1981,1.65855,107.538
Michael,Johnson,1982,1.56815,79.7008
Michael,Johnson,1989,2.10485,106.366
Michael,Johnson,1990,1.57172,112.324
Michael,Johnson,1991,1.60312,66.2424
Michael,Johnson,1992,1.55384,67.643
Michael,Johnson,1992,1.95805,95.5398
Michael,Johnson,1992,2.0962,96.4493
Michael,Johnson,1993,1.55883,103.051
Michael,Johnson,1994,1.81282,119.21
Michael,Johnson,1994,1.84353,97.0131
Michael,Johnson,1995,1.86957,113.552
Michael,Johnson,2000,1.59705,103.754
Michael,Johnson,2001,1.77354,55.8653
Michael,Johnson,2003,1.70509,111.628
Michael,Johnson,2004,1.59008,65.5486
Michael,Johnson,2005,1.55727,89.2521
Michael,Johnson,2005,1.6584,102.147
Michael,Johnson,2006,1.84877,76.2856
Michael,Johnson,2006,1.93902,94.8437
Michael,Johnson,2008,1.81218,82.3852
Michael,Johnson,2009,1.72404,90.579
Michael,Johnson,2012,1.99273,77.4869
Michael,Johnson,2013,1.95041,65.2735
Michael,Johnson,2014,1.62238,72.1354
Michael,Johnson,2015,2.12356,78.2003
Michael,Jones,1953,1.86912,76.8832
Michael,Jones,1955,1.58238,95.4391
Michael,Jones,1955,1.78169,91.3148
Michael,Jones,1955,1.83843,113.872
Michael,Jones,1961,1.6388,62.652
Michael,Jones,1963,1.90042,113.766
Michael,Jones,1967,1.68289,53.4011
Michael,Jones,1970,1.8826,99.7823
Michael,Jones,1970,2.00037,80.2038
Michael,Jones,1977,2.15296,109.561
Michael,Jones,1979,1.77856,104.806
Michael,Jones,1979,2.13905,65.2425
Michael,Jones,1984,2.01789,116.097
Michael,Jones,1987,1.87259,119.027
Michael,Jones,1992,2.16501,50.556
Michael,Jones,1995,1.95683,56.6766
Michael,Jones,1997,2.18594,85.2427
Michael,Jones,1998,1.52242,115.232
Michael,Jones,1999,1.93871,90.5106
Michael,Jones,2000,1.80153,86.0388
Michael,Jones,2001,1.77504,78.7901
Michael,Jones,2001,1.8691,114.258
Michael,Jones,2004,2.13184,77.2273
Michael,Jones,2005,1.94005,87.5598
Michael,Jones,2009,1.57011,111.864
Michael,Jones,2012,1.81352,93.5995
Michael,Jones,2013,1.54707,65.6712
Michael,Jones,2013,1.70074,108.025
Michael,Jones,2013,2.17846,65.4945
Michael,Jones,2014,2.00241,70.3328
Michael,Jones,2015,1.76641,103.016
Michael,Jones,2019,2.13185,71.4721
Michael,Jones,2022,1.96274,118.805
Michael,Miller,1952,1.62651,99.7992
Michael,Miller,1956,1.784,74.0938
Michael,Miller,1958,1.71118,74.8263
Michael,Miller,1960,2.01609,75.4345
Michael,Miller,1963,1.6142,102.657
Michael,Miller,1967,1.68859,56.1666
Michael,Miller,1967,1.94931,112.651
Michael,Miller,1969,1.52725,93.4801
Michael,Miller,1969,2.13381,51.8998
Michael,Miller,1974,2.19759,114.596
Michael,Miller,1980,1.7878,108.345
Michael,Miller,1981,1.67759,107.342
Michael,Miller,1982,1.9364,52.5078
Michael,Miller,1983,1.77706,103.414
Michael,Miller,1986,1.93463,97.6419
Michael,Miller,1990,1.67253,104.508
Michael,Miller,1990,1.69784,118.829
Michael,Miller,1991,1.95976,96.6575
Michael,Miller,1991,2.0428,113.226
Michael,Miller,1994,1.64883,51.1289
Michael,Miller,1996,1.58386,87.9175
Michael,Miller,1996,1.80739,107.271
Michael,Miller,1997,2.07842,75.4378
Michael,Miller,1998,1.78649,77.4947
Michael,Miller,2002,1.64976,63.1159
Michael,Miller,2002,1.6592,69.275
Michael,Miller,2004,1.83243,115.654
Michael,Miller,2005,1.65699,51.4089
Michael,Miller,2006,1.50068,76.228
Michael,Miller,2006,2.02164,95.8008
Michael,Miller,2007,1.63198,117.447
Michael,Miller,2008,1.71074,73.8722
Michael,Miller,2013,1.92272,81.0287
Michael,Miller,2014,1.85252,89.8151
Michael,Miller,2015,1.88659,115.197
Michael,Miller,2017,1.75618,119.906
Michael,Miller,2017,1.82997,107.887
Michael,Miller,2017,1.83428,66.6965
Michael,Miller,2017,2.10032,89.9592
Michael,Moore,1951,1.64131,72.9731
Michael,Moore,1952,2.04109,69.3068
Michael,Moore,1954,1.76616,96.8012
Michael,Moore,1955,1.54587,117.701
Michael,Moore,1960,2.0457,58.9336
Michael,Moore,1962,2.0399,80.5004
Michael,Moore,1964,1.71179,59.6094
Michael,Moore,1965,1.52384,52.7576
Michael,Moore,1965,1.55812,107.694
Michael,Moore,1966,1.92022,97.3726
Michael,Moore,1967,2.1761,68.7848
Michael,Moore,1968,1.80805,79.2733
Michael,Moore,1969,2.12384,102.922
Michael,Moore,1974,2.1906,116.195
Michael,Moore,1977,1.53173,84.835
Michael,Moore,1978,1.97945,67.5009
Michael,Moore,1978,2.10035,66.5453
Michael,Moore,1981,1.9011,80.4434
Michael,Moore,1983,1.5426,115.75
Michael,Moore,1985,2.17657,104.923
Michael,Moore,1986,1.94439,52.03
Michael,Moore,1986,2.12017,119.615
Michael,Moore,1987,1.85511,103.115
Michael,Moore,1988,1.70206,117.07
Michael,Moore,1988,1.72706,54.5776
Michael,Moore,1989,1.72673,52.7429
Michael,Moore,1990,1.87131,64.6711
Michael,Moore,1990,1.99901,60.857
Michael,Moore,1994,2.028,77.3191
Michael,Moore,1998,1.84034,61.6274
Michael,Moore,1999,1.54245,87.2212
Michael,Moore,2001,1.56071,53.5356
Michael,Moore,2001,1.65176,73.9824
Michael,Moore,2002,1.50138,78.9067
Michael,Moore,2003,2.09279,91.4283
Michael,Moore,2006,1.74857,59.8877
Michael,Moore,2008,1.64841,62.9367
Michael,Moore,2011,1.59712,116.694
Michael,Moore,2012,1.56124,115.061
Michael,Moore,2012,1.78814,78.8744
Michael,Moore,2012,1.83489,78.3077
Michael,Moore,2012,2.05604,119.235
Michael,Moore,2015,1.57986,75.7437
Michael,Moore,2015,1.68256,119.948
Michael,Moore,2015,1.87797,105.284
Michael,Moore,2018,1.53957,68.1128
Michael,Moore,2019,2.15213,106.474
Michael,Moore,2021,1.66115,96.6936
Michael,Moore,2023,1.51328,50.1127
Michael,Moore,2023,1.9223,54.9519
Michael,Roslovtsev,1954,1.5638,115.033
Michael,Roslovtsev,1954,1.64702,106.332
Michael,Roslovtsev,1959,1.79902,73.3282
Michael,Roslovtsev,1960,1.72836,74.6675
Michael,Roslovtsev,1961,1.67589,93.7004
Michael,Roslovtsev,1962,1.56577,99.9891
Michael,Roslovtsev,1964,2.16658,116.994
Michael,Roslovtsev,1966,1.58856,89.0463
Michael,Roslovtsev,1966,1.73101,74.9005
Michael,Roslovtsev,1966,2.11716,94.56
Michael,Roslovtsev,1968,2.00407,83.1369
Michael,Roslovtsev,1969,1.64274,108.49
Michael,Roslovtsev,1970,1.69317,61.1222
Michael,Roslovtsev,1971,1.70127,85.28
Michael,Roslovtsev,1974,2.1395,109.996
Michael,Roslovtsev,1975,2.05457,83.0749
Michael,Roslovtsev,1978,1.83636,96.4302
Michael,Roslovtsev,1978,2.08766,86.8343
Michael,Roslovtsev,1980,2.04946,72.2571
Michael,Roslovtsev,1982,1.70743,80.7125
Michael,Roslovtsev,1982,1.9564,91.9876
Michael,Roslovtsev,1985,1.59368,79.3368
Michael,Roslovtsev,1986,1.73367,97.9248
Michael,Roslovtsev,1988,1.72531,76.0166
Michael,Roslovtsev,1989,1.71146,68.2325
Michael,Roslovtsev,1991,1.77373,76.352
Michael,Roslovtsev,1994,1.72968,83.9272
Michael,Roslovtsev,1999,1.88018,97.8547
Michael,Roslovtsev,2002,1.54773,109.321
Michael,Roslovtsev,2002,1.95069,96.0903
Michael,Roslovtsev,2003,1.53671,104.971
Michael,Roslovtsev,2011,1.85198,88.5613
Michael,Roslovtsev,2012,1.99998,102.928
Michael,Roslovtsev,2013,1.91305,118.763
Michael,Roslovtsev,2016,1.50164,97.7916
Michael,Roslovtsev,2018,1.86027,96.5981
Michael,Roslovtsev,2018,2.11421,110.46
Michael,Roslovtsev,2021,1.60608,51.8396
Michael,Roslovtsev,2021,2.10276,101.402
Michael,Roslovtsev,2022,1.7707,93.5356
Michael,Roslovtsev,2022,1.99451,85.7062
Michael,Smith,1954,1.59268,60.553
Michael,Smith,1956,1.97954,109.435
Michael,Smith,1957,1.57712,97.3911
Michael,Smith,1957,2.15851,107.876
Michael,Smith,1958,1.91715,54.2116
Michael,Smith,1965,1.65813,81.2789
Michael,Smith,1966,1.75541,92.478
Michael,Smith,1966,2.04602,58.547
Michael,Smith,1966,2.07846,95.7216
Michael,Smith,1967,1.84663,70.227
Michael,Smith,1967,2.09669,82.3847
Michael,Smith,1967,2.13349,111.313
Michael,Smith,1968,2.19769,115.521
Michael,Smith,1972,1.74006,104.035
Michael,Smith,1973,1.63487,56.5598
Michael,Smith,1974,1.57416,78.4464
Michael,Smith,1977,1.64542,109.017
Michael,Smith,1977,1.76916,112.901
Michael,Smith,1980,1.65472,58.6976
Michael,Smith,1980,2.17806,107.273
Michael,Smith,1983,1.82825,101.348
Michael,Smith,1984,2.07583,66.0902
Michael,Smith,1985,1.51693,52.0219
Michael,Smith,1991,2.06153,58.5886
